<|im_start|>system
You are a retrieval engine. The user will provide a long archive. Answer only the exact passkey requested. Do not explain.
<|im_end|>
<|im_start|>user
Task: find the single secret code in the archive. The code is written on a line beginning with NEEDLE_CODE.
At the end, answer only the exact code value, with no extra words.
ARCHIVE BEGIN
Archive record 00000: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00285: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00286: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00287: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00288: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00289: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00290: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00291: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00292: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00293: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00294: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00295: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 00296: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
